store,country,package,reviewId,userName,score,at,content,replyContent,version,thumbsUp,sent_compound,sent_pos,sent_neu,sent_neg,sent_label
google_play,au,com.freely.prod,31432458-98ff-41d6-8419-2898d8603a20,Glenn,3,2024-12-16T01:46:05+00:00,"Don't believe the puffery associated with their quick, no hassle claims. Receipts of purchase and subsequent cancellations from travel agents and a natural disaster making the national news and affecting all carriers out of Australia was not enough to get a claim through without jumping through more hoops. Avoid at all costs. 16/12/24 After withdrawing my claim, I received notification that they would honour and pay what was lost. Happy, still angered by the process to what seemed simple. Thanks","Hi Glenn, thanks for taking the time to leave your feedback. We're keen to investigate what happened here. Could you please send us an email at team@gofreely.help with your policy number so that we can look into your matter? Thanks so much, Glenn.

8/1/25 update: We're happy we could solve this for you and apologise again for the inconvenience!",4.10.1,2,-0.2449,0.13,0.71,0.16,neg
google_play,au,com.freely.prod,18d1da9f-b2c1-48fc-ab99-3bb4843332d1,mnj sam,5,2024-12-07T01:10:44+00:00,such an easy application to use and great product offering,"Hey there! Thanks so much for taking the time to leave us this review, we really appreciate it. We're so glad you've enjoyed your experience with Freely. Any questions about a future policy, please don't hesitate to get in touch. Thanks again!",4.11.0,0,0.7906,0.467,0.533,0.0,pos
google_play,au,com.freely.prod,4c1418a7-acff-43ec-9ec9-c72c13322ac2,Melissa Green,5,2024-12-05T00:40:29+00:00,very easy to navigate,"Hi Melissa! Thanks for taking the time to leave us this review. We're stoked you found it easy to navigate the Freely app. Any questions about a future policy, please don't hesitate to get in touch. Thanks again, Melissa!",4.11.0,0,0.4927,0.516,0.484,0.0,pos
google_play,au,com.freely.prod,5e6fec19-9cc2-43ae-b844-c1705abe2a7b,Stephen Lumby,5,2024-11-24T22:20:25+00:00,Very happy with how easy in was to book policy also easy to include cruise in mid holiday cheers steve,"Hi there Stephen, thank you for taking the time to leave this review! We're so happy to hear you found it easy to arrange your cover with Freely and enjoyed our pay-per-day Cruise Cover Boost. If you have any questions about a future policy, please don't hesitate to get in touch: 1300 772 183 team@gofreely.help. Thanks Stephen!",4.10.1,0,0.9392,0.51,0.49,0.0,pos
google_play,au,com.freely.prod,62f125fe-5326-48cc-9409-8e7e0c4414b5,Craig Virtue,1,2024-11-06T19:02:48+00:00,"Please don't use. This company is part of Covermore. I injured my shoulder/arm. The company kept asking me for the same information over and over. After being told I had approval to get assistance to get home, the next day I was told I didn't and started getting asked the same things again. Back in Australia they fail to communicate, ignore emails and provide no updates. After submitting everything I got a message asking if I was going to make a claim. They will tell you your phone does not work","Hi Craig, thank you for taking the time to leave this feedback. We hope you're recovering okay and are sorry you didn't have a great experience when submitting your claim. It sounds like there was a miscommunication. We've lodged a complaint on your behalf: your complaint number is C112438885. One of our team members will be in touch. Thanks Craig.",4.10.1,1,-0.6705,0.053,0.839,0.108,neg
google_play,au,com.freely.prod,f472b71b-807a-459f-baaf-537aec671c5d,len stanford,5,2024-11-01T02:35:55+00:00,easy to adjust policy,"Hey there Len! Thanks for taking the time to leave us this review. We're so glad to hear you found it easy to adjust your policy with the Freely app. Any questions about a future policy, please don't hesitate to get in touch. Thanks again, Len!",4.10.1,0,0.4404,0.492,0.508,0.0,pos
google_play,au,com.freely.prod,905e28b2-569b-451c-afc7-edf8ca931588,Murray Funk,5,2024-10-13T08:27:30+00:00,easy to navigate,"Hey Murray! Thanks so much for taking the time to leave this feedback – we're happy to hear you found the Freely app easy to navigate. Safe travels, Murray!",,0,0.4404,0.592,0.408,0.0,pos
google_play,au,com.freely.prod,2f9abc86-64f3-44c9-93ee-bd56aa0922d3,Nicole O'Connor,4,2024-10-08T10:23:45+00:00,Highly recommend. Easy to use and very reasonable price 👌,"Hi Nicole, thank you for taking the time to leave us this review! We're happy you've enjoyed your experience with Freely 😊 Any questions about your policy, please don't hesitate to contact us on 1300 772 183 or team@gofreely.help. Thanks, Nicole!",4.10.0,0,0.9075,0.639,0.361,0.0,pos
google_play,au,com.freely.prod,630838f0-033f-417b-9f43-4053dc72538d,Julie Howe,5,2024-09-23T04:17:31+00:00,Freely was very patient in helping me update my certificate of insurance,"Hi there Julie, thanks so much for taking the time to leave us this review! We really appreciate it. Any questions about your policy, please don't hesitate to contact us on 1300 772 183 or team@gofreely.help. Thanks, Julie!",4.9.0,0,0.6557,0.349,0.651,0.0,pos
google_play,au,com.freely.prod,c4ad08b4-93cc-4ea7-8e56-ed311890d42d,Marco Cirignano,5,2024-09-14T01:20:17+00:00,great travel insurance. my family and I used them a couple of our European trips and South Pacific Cruise.,"Hey Marco, thanks so much for travelling with Freely and for taking the time to leave us this review! We hope you and your family enjoyed your trips. Any questions about a future quote, please don't hesitate to contact us on 1300 772 183 or team@gofreely.help. Thanks Marco!",4.9.0,0,0.6249,0.186,0.814,0.0,pos
google_play,au,com.freely.prod,4afe698c-d15d-4323-9a48-079ee3331e13,David Mitchell,5,2024-09-09T05:59:38+00:00,So far so good!,"Hey David, thanks for taking the time to leave us this review – we really appreciate it! If you have any questions about your policy, please don't hesitate to contact us on 1300 772 183 or team@gofreely.help. Safe travels, David!",4.9.0,0,0.6556,0.593,0.407,0.0,pos
google_play,au,com.freely.prod,c0450ff2-177e-4fb5-bc7a-72b7ffa6fadd,Bryce Kerr,5,2024-08-30T04:34:08+00:00,"Customer service is amazing and app makes claiming very easy. My partner was ill during our trip to South Korea. We called freely's agents to assist us and guide us. They had their own nurse available on call, who suggested I take her to hospital. Once completed I was able to make a claim and Freely covered the cost of Cancelled accommodation, medical costs, cost for new accommodation and alternative cost again. I can't recommend enough. Freely insurance will be a must for all future trips.","Hi Bryce, thanks so much for taking the time to leave us this review!

We hope that your wife has recovered well since getting sick in South Korea. We're glad that our emergency assistance team was able to provide guidance on what to do and where to go.

We really appreciate your feedback, Bryce, and look forward to travelling with you next time!",4.8.0,3,0.3771,0.101,0.804,0.095,pos
google_play,au,com.freely.prod,e71a60cb-ecb0-4ae3-a321-087f240a9ae5,sam smith,5,2024-08-28T09:19:00+00:00,"it was easy to use. my tour dates were changed, I was really worried I would be charged extra fees to change my travel insurance, but it was amazingly and refreshingly stress free to change without costing me extra.","Hey there Sam! Thanks so much for travelling with Freely – and for taking the time to leave this feedback :-)

If you have any questions about your policy, please don't hesitate to contact us on 1300 772 183 or team@gofreely.help.

Take care, Sam!",4.8.0,3,0.0407,0.134,0.714,0.152,neu
google_play,au,com.freely.prod,f63dbe9f-9fb3-4b9c-bf25-a4bd0d24a653,Carol Van Veen,5,2024-08-21T05:56:06+00:00,Comprehensive coverage and very realistic prices. Backed by Zuricch and Cover More provides peace of mind. Very easy to use App. Policy explanation is in plain English. I love that we can boost cover if need to whilst on our trip. Great benefit no other provider offers.,"Hey there, Carol! We're so happy to hear that you've had a great experience with Freely. Thank you for travelling with us – and for taking the time to leave this feedback. It means a lot! If you have any questions about your policy, please don't hesitate to contact us on 1300 772 183 or team@gofreely.help. Thanks again, Carol!",4.8.0,0,0.9688,0.377,0.589,0.034,pos
google_play,au,com.freely.prod,5d96ad79-474a-406a-bbe2-a5bb785f3ab0,Lee Parker,1,2024-07-15T23:59:08+00:00,"I had been a loyal customer but now they are becoming increasingly expensive, misleading information by adding discounts but raising the overall prices. Not recommended, better more affordable options out there.","Hi Lee, thanks for taking the time to share your feedback. Our team tried to get in touch with you recently about this. It appeared that you accidentally generated a quote for 2 travellers, instead of 1 (hence the quote was higher than expected). If you’d like to chat about this, please reach out on 1300 772 183 or team@gofreely.help :-)",4.5.0,1,-0.7577,0.055,0.718,0.227,neg
google_play,au,com.freely.prod,6142e20e-0a3d-4918-bf33-10994dc54796,Ivonne Tjioe,3,2024-07-05T21:30:26+00:00,"I was told I'd receive a discount code due to your error of not being able to process the insurance. Couldn't see anywhere where I can apply the code? And I think I might have been charged twice due to my attempts. Otherwise, this wouldve been great","Hey Ivonne, thanks for taking the time to leave us this feedback :-) Oh no – we apologise that you couldn't locate where to add your discount code! If you'd like help with this, please don't hesitate to contact us on 1300 772 183 or team@gofreely.help. We're here to help! Happy travels, Ivonne.",4.5.0,0,0.1531,0.078,0.837,0.086,pos
google_play,au,com.freely.prod,d2e230a8-e40f-45ef-b63b-a354fb14f3e5,Debbie Flecknell,5,2024-06-13T08:21:40+00:00,always covered and supportive with the claims lve had to make thank you,"Hey Debbie, you're very welcome! We're so happy to hear you've enjoyed your experience with Freely :-)

If you're ever keen to chat to our team, please don't hesitate to reach out – we'd look forward to assisting.

1300 772 183
team@gofreely.help

Regards,
the Freely team",4.5.0,0,0.5719,0.299,0.701,0.0,pos
google_play,au,com.freely.prod,33d63a53-7ede-499b-a3d5-333213993f10,ROB NORTHEY,5,2024-06-02T00:50:42+00:00,bloody brilliant. easiest and cheapest travel insurance I could find.,"Hey Rob, we're stoked to hear that you're happy with your experience of Freely :-) Thanks so much for taking the time to leave us feedback.

If you have any questions about your policy, please don't hesitate to contact our team – we'd look forward to assisting.

1300 772 183
team@gofreely.help

Regards,
the Freely team",4.5.0,1,0.5719,0.4,0.424,0.176,pos
google_play,au,com.freely.prod,3fe1ab88-5e2a-4d50-b937-2b3dfb57f235,Lisa Glasson,5,2024-05-29T01:34:26+00:00,"Excellent price, prompt service on claims and so using again.","Hey Lisa, thanks so much for choosing to travel with Freely again – and for leaving your feedback :-) Love to hear it.

If you have any questions about your policy, please don't hesitate to contact our team – we'd look forward to assisting.

1300 772 183
team@gofreely.help

Regards,
the Freely team",4.4.2,1,0.5719,0.291,0.709,0.0,pos
google_play,au,com.freely.prod,ee77e6d4-6945-4064-bf01-f44fa4fbd7e7,ujune thompson,5,2024-05-21T21:35:06+00:00,the whole process was just so easy to do,"Thanks so much for this feedback! We're glad to hear you found it easy to organise your coverage with Freely.

If you have any questions about your policy, please don't hesitate to contact our team – we'd look forward to assisting.

1300 772 183
team@gofreely.help

Regards,
The Freely team",4.4.2,0,0.5777,0.319,0.681,0.0,pos
google_play,au,com.freely.prod,5f6ec296-dd34-4e7d-be58-2f7a965445af,leslie field,1,2024-05-05T13:27:34+00:00,Thought this app was for UK launch of freely obviously wrong as soon as you start the app after an update after you installed it it asks country of residence Australia or USA so you can't be a resident from the UK,,4.4.0,0,-0.0516,0.063,0.87,0.067,neg
google_play,au,com.freely.prod,d57cf9fb-02cd-41c8-b32f-9487e2f6c0b0,Tina Currah,5,2024-04-07T07:28:09+00:00,super easy to navigate app and find the right policy for me. great prices too!!!,,4.3.0,2,0.9149,0.495,0.505,0.0,pos
google_play,au,com.freely.prod,623ebe36-2cca-420b-9140-db5048e35f27,Sharon Milich,5,2024-03-18T01:31:40+00:00,APP is amazingly easy to navigate,,4.3.0,0,0.4927,0.39,0.61,0.0,pos
google_play,au,com.freely.prod,df47e986-6b10-4596-87f1-9d2bcb840600,Angelique Law,5,2024-03-17T05:08:51+00:00,super easy and convenient travel insurance app + smooth claim process.,,4.3.0,1,0.7783,0.43,0.57,0.0,pos
google_play,au,com.freely.prod,33e2bea5-b606-44b7-b244-e9740ce089a9,Jo Chapman (Jo),5,2024-03-15T03:39:38+00:00,"found Freely on Compare have completed my first travel insurance, easy and cheapest I found.",,4.3.0,0,0.7003,0.309,0.691,0.0,pos
google_play,au,com.freely.prod,c5427942-5511-49c3-aec8-759009971c66,karen Wallis,5,2024-03-01T00:44:57+00:00,very easy to use and very affordable,,4.2.0,0,0.4927,0.347,0.653,0.0,pos
google_play,au,com.freely.prod,da474abb-90b5-43ce-88d2-24e529ceda30,Ingeborg Thiele,5,2024-02-03T01:04:50+00:00,I never travel without my travel insurance and Freely covers me for everything I need.,,4.1.0,1,0.4404,0.172,0.828,0.0,pos
google_play,au,com.freely.prod,e331c434-415c-4e58-87e5-b151c79198d8,Steve W,5,2024-01-24T09:35:09+00:00,Brilliant! Simply Brilliant..it's cheap and easy,,4.1.0,0,0.7901,0.636,0.364,0.0,pos
google_play,au,com.freely.prod,39b63d37-7431-44b4-b449-b03f908f138b,Virginia Pursell,5,2024-01-22T22:51:26+00:00,I've just extended my coverage with no fuss easy to do and not expensive,,3.11.0,0,-0.5583,0.0,0.723,0.277,neg
google_play,au,com.freely.prod,5fbd2df3-7742-4a83-92d9-e37b3858ad2e,Tom Chudy,1,2023-12-26T03:41:09+00:00,Poor application and poor customer service. Out of pocket due to poor communication from advisors.,,,0,-0.8519,0.0,0.563,0.437,neg
google_play,au,com.freely.prod,2621f481-dc3d-43ee-b59d-2c3db7bca8fc,JOHAN VAN STADEN,5,2023-12-19T21:52:17+00:00,easy to use and save lots of time,,3.11.0,0,0.7269,0.504,0.496,0.0,pos
google_play,au,com.freely.prod,35fa8938-f9f6-4505-8840-abbd5b933817,Dean Knowles,3,2023-12-18T00:50:43+00:00,too expensive!,,3.11.0,1,0.0,0.0,1.0,0.0,neu
google_play,au,com.freely.prod,180e58df-6f6f-4577-9209-cecb240a761f,Steve Tuckey,5,2023-12-13T02:13:04+00:00,very easy to use,,3.11.0,0,0.4927,0.516,0.484,0.0,pos
google_play,au,com.freely.prod,0dde3961-35d7-46f2-8adf-dd9fb5f71c36,Elango,4,2023-11-22T10:04:05+00:00,Easy to purchase and also allows me to select what I want.,,3.11.0,0,0.4939,0.296,0.704,0.0,pos
google_play,au,com.freely.prod,8170fc36-9c4c-4107-ac5d-4ea9d21e0a45,Ken Hoon,4,2023-11-22T07:58:26+00:00,simple and easy.,,3.11.0,0,0.4404,0.592,0.408,0.0,pos
