"quote_id","is_summer","is_autumn","is_winter","is_spring"
66,FALSE,FALSE,TRUE,FALSE
67,TRUE,FALSE,FALSE,FALSE
68,TRUE,FALSE,FALSE,TRUE
69,TRUE,FALSE,FALSE,TRUE
70,FALSE,FALSE,FALSE,TRUE
71,FALSE,FALSE,TRUE,FALSE
72,TRUE,FALSE,FALSE,FALSE
73,TRUE,FALSE,FALSE,TRUE
74,FALSE,FALSE,TRUE,FALSE
75,FALSE,FALSE,FALSE,TRUE
76,TRUE,FALSE,FALSE,FALSE
77,TRUE,FALSE,FALSE,FALSE
78,FALSE,FALSE,TRUE,FALSE
79,FALSE,FALSE,TRUE,FALSE
80,FALSE,FALSE,TRUE,FALSE
81,FALSE,TRUE,FALSE,FALSE
82,FALSE,TRUE,TRUE,FALSE
83,FALSE,FALSE,FALSE,TRUE
84,FALSE,FALSE,FALSE,TRUE
85,TRUE,FALSE,FALSE,TRUE
86,FALSE,FALSE,FALSE,TRUE
87,FALSE,FALSE,TRUE,FALSE
88,FALSE,FALSE,TRUE,FALSE
89,FALSE,FALSE,FALSE,FALSE
90,FALSE,TRUE,FALSE,FALSE
91,FALSE,TRUE,TRUE,FALSE
92,FALSE,FALSE,TRUE,TRUE
93,FALSE,TRUE,TRUE,FALSE
94,FALSE,FALSE,TRUE,FALSE
95,FALSE,FALSE,TRUE,FALSE
96,TRUE,FALSE,FALSE,TRUE
97,FALSE,FALSE,FALSE,TRUE
98,FALSE,FALSE,TRUE,FALSE
99,TRUE,FALSE,FALSE,TRUE
100,TRUE,FALSE,FALSE,FALSE
101,FALSE,TRUE,TRUE,FALSE
102,TRUE,FALSE,FALSE,FALSE
103,TRUE,FALSE,FALSE,FALSE
104,FALSE,TRUE,TRUE,FALSE
105,TRUE,TRUE,FALSE,TRUE
106,FALSE,FALSE,TRUE,FALSE
107,FALSE,FALSE,FALSE,FALSE
108,FALSE,TRUE,TRUE,FALSE
109,FALSE,FALSE,TRUE,FALSE
110,FALSE,FALSE,TRUE,FALSE
111,TRUE,FALSE,FALSE,FALSE
112,TRUE,FALSE,FALSE,FALSE
113,FALSE,TRUE,FALSE,FALSE
114,FALSE,FALSE,TRUE,FALSE
115,FALSE,FALSE,FALSE,TRUE
116,TRUE,FALSE,FALSE,TRUE
117,FALSE,TRUE,FALSE,FALSE
118,TRUE,FALSE,FALSE,TRUE
119,FALSE,FALSE,TRUE,TRUE
120,FALSE,FALSE,FALSE,FALSE
121,FALSE,FALSE,TRUE,FALSE
122,FALSE,TRUE,TRUE,FALSE
123,FALSE,FALSE,TRUE,FALSE
124,FALSE,FALSE,TRUE,FALSE
125,FALSE,FALSE,FALSE,TRUE
126,FALSE,FALSE,FALSE,TRUE
127,FALSE,FALSE,TRUE,FALSE
128,FALSE,FALSE,FALSE,FALSE
129,FALSE,FALSE,TRUE,FALSE
130,FALSE,TRUE,FALSE,FALSE
131,FALSE,FALSE,TRUE,FALSE
132,TRUE,FALSE,FALSE,FALSE
133,FALSE,FALSE,FALSE,TRUE
134,FALSE,FALSE,TRUE,FALSE
135,FALSE,FALSE,TRUE,FALSE
136,FALSE,FALSE,TRUE,FALSE
137,FALSE,FALSE,TRUE,FALSE
138,FALSE,FALSE,TRUE,FALSE
139,TRUE,FALSE,TRUE,TRUE
140,FALSE,TRUE,FALSE,FALSE
141,FALSE,FALSE,TRUE,FALSE
142,FALSE,FALSE,TRUE,TRUE
143,TRUE,FALSE,FALSE,FALSE
144,FALSE,TRUE,TRUE,TRUE
145,TRUE,FALSE,FALSE,TRUE
146,FALSE,FALSE,TRUE,FALSE
147,FALSE,FALSE,TRUE,FALSE
148,FALSE,TRUE,FALSE,FALSE
149,FALSE,TRUE,TRUE,FALSE
150,FALSE,FALSE,TRUE,FALSE
151,TRUE,FALSE,FALSE,FALSE
152,TRUE,FALSE,FALSE,FALSE
153,TRUE,FALSE,FALSE,FALSE
154,FALSE,TRUE,FALSE,FALSE
155,FALSE,FALSE,TRUE,FALSE
156,FALSE,FALSE,TRUE,FALSE
157,FALSE,FALSE,TRUE,FALSE
158,FALSE,FALSE,TRUE,FALSE
159,TRUE,FALSE,FALSE,FALSE
160,FALSE,TRUE,FALSE,FALSE
161,FALSE,FALSE,TRUE,FALSE
162,FALSE,FALSE,TRUE,FALSE
163,FALSE,FALSE,TRUE,FALSE
164,FALSE,FALSE,TRUE,FALSE
165,FALSE,FALSE,TRUE,FALSE
166,TRUE,FALSE,FALSE,FALSE
167,FALSE,FALSE,TRUE,FALSE
168,FALSE,FALSE,FALSE,TRUE
169,FALSE,FALSE,TRUE,FALSE
170,FALSE,TRUE,FALSE,FALSE
171,FALSE,FALSE,TRUE,FALSE
172,TRUE,FALSE,FALSE,FALSE
173,TRUE,FALSE,TRUE,TRUE
174,FALSE,TRUE,FALSE,FALSE
175,FALSE,TRUE,TRUE,FALSE
176,FALSE,FALSE,TRUE,FALSE
177,FALSE,FALSE,TRUE,FALSE
178,FALSE,FALSE,TRUE,FALSE
179,FALSE,FALSE,TRUE,FALSE
180,TRUE,FALSE,FALSE,FALSE
181,FALSE,FALSE,TRUE,FALSE
182,FALSE,FALSE,TRUE,FALSE
183,TRUE,FALSE,FALSE,FALSE
184,FALSE,TRUE,FALSE,FALSE
185,FALSE,FALSE,TRUE,FALSE
186,FALSE,FALSE,TRUE,FALSE
187,FALSE,TRUE,FALSE,FALSE
188,FALSE,FALSE,TRUE,FALSE
189,FALSE,FALSE,TRUE,FALSE
190,FALSE,FALSE,FALSE,TRUE
191,FALSE,FALSE,TRUE,FALSE
192,FALSE,TRUE,FALSE,FALSE
193,TRUE,FALSE,FALSE,FALSE
194,FALSE,FALSE,TRUE,FALSE
195,FALSE,FALSE,FALSE,TRUE
196,FALSE,FALSE,TRUE,FALSE
197,FALSE,FALSE,TRUE,FALSE
198,TRUE,TRUE,FALSE,FALSE
199,FALSE,FALSE,FALSE,TRUE
200,TRUE,FALSE,FALSE,FALSE
201,FALSE,TRUE,FALSE,FALSE
202,FALSE,FALSE,FALSE,TRUE
203,FALSE,FALSE,TRUE,FALSE
204,FALSE,TRUE,FALSE,FALSE
205,FALSE,FALSE,TRUE,FALSE
206,FALSE,TRUE,TRUE,FALSE
207,FALSE,FALSE,TRUE,FALSE
208,FALSE,FALSE,TRUE,FALSE
209,TRUE,FALSE,FALSE,FALSE
210,TRUE,FALSE,FALSE,FALSE
211,TRUE,FALSE,FALSE,FALSE
212,FALSE,FALSE,FALSE,TRUE
213,TRUE,FALSE,FALSE,TRUE
214,FALSE,FALSE,FALSE,TRUE
215,FALSE,FALSE,TRUE,FALSE
216,TRUE,FALSE,FALSE,FALSE
217,FALSE,TRUE,TRUE,FALSE
218,TRUE,FALSE,FALSE,FALSE
219,FALSE,FALSE,TRUE,FALSE
220,TRUE,FALSE,FALSE,FALSE
221,FALSE,FALSE,TRUE,FALSE
222,FALSE,FALSE,TRUE,FALSE
223,FALSE,FALSE,TRUE,FALSE
224,FALSE,FALSE,TRUE,FALSE
225,FALSE,TRUE,FALSE,FALSE
226,FALSE,FALSE,FALSE,TRUE
227,FALSE,FALSE,TRUE,FALSE
228,FALSE,TRUE,FALSE,FALSE
229,FALSE,TRUE,FALSE,FALSE
230,FALSE,TRUE,TRUE,FALSE
231,FALSE,FALSE,FALSE,FALSE
232,FALSE,FALSE,TRUE,FALSE
233,FALSE,FALSE,TRUE,FALSE
234,FALSE,FALSE,TRUE,TRUE
235,FALSE,FALSE,TRUE,FALSE
236,FALSE,FALSE,TRUE,FALSE
237,FALSE,FALSE,TRUE,FALSE
238,FALSE,TRUE,FALSE,FALSE
239,FALSE,FALSE,TRUE,FALSE
240,FALSE,TRUE,TRUE,FALSE
241,FALSE,FALSE,TRUE,FALSE
242,FALSE,FALSE,TRUE,FALSE
243,FALSE,FALSE,TRUE,FALSE
244,TRUE,TRUE,FALSE,FALSE
245,TRUE,FALSE,FALSE,FALSE
246,FALSE,TRUE,FALSE,FALSE
247,TRUE,FALSE,FALSE,FALSE
248,FALSE,TRUE,FALSE,FALSE
249,FALSE,TRUE,FALSE,FALSE
250,FALSE,FALSE,TRUE,FALSE
251,FALSE,FALSE,TRUE,FALSE
252,FALSE,FALSE,FALSE,TRUE
253,FALSE,FALSE,TRUE,TRUE
254,FALSE,FALSE,TRUE,FALSE
255,TRUE,FALSE,FALSE,FALSE
256,TRUE,FALSE,FALSE,FALSE
257,TRUE,FALSE,FALSE,FALSE
258,FALSE,FALSE,TRUE,FALSE
259,FALSE,FALSE,TRUE,FALSE
260,FALSE,FALSE,TRUE,FALSE
261,FALSE,FALSE,TRUE,FALSE
262,FALSE,FALSE,FALSE,TRUE
263,FALSE,TRUE,FALSE,FALSE
264,FALSE,FALSE,TRUE,FALSE
265,TRUE,FALSE,FALSE,TRUE
266,FALSE,FALSE,TRUE,TRUE
267,TRUE,FALSE,FALSE,FALSE
268,FALSE,FALSE,TRUE,FALSE
269,FALSE,FALSE,TRUE,FALSE
270,FALSE,FALSE,TRUE,FALSE
271,FALSE,FALSE,TRUE,TRUE
272,FALSE,TRUE,FALSE,FALSE
273,FALSE,FALSE,FALSE,TRUE
274,FALSE,FALSE,TRUE,FALSE
275,FALSE,FALSE,FALSE,TRUE
276,FALSE,FALSE,TRUE,FALSE
277,FALSE,TRUE,FALSE,FALSE
278,FALSE,FALSE,TRUE,FALSE
279,TRUE,FALSE,FALSE,FALSE
280,FALSE,FALSE,TRUE,FALSE
281,FALSE,FALSE,TRUE,FALSE
282,FALSE,FALSE,TRUE,TRUE
283,TRUE,FALSE,FALSE,FALSE
284,FALSE,TRUE,TRUE,FALSE
285,FALSE,FALSE,TRUE,FALSE
286,FALSE,FALSE,FALSE,TRUE
287,FALSE,FALSE,TRUE,FALSE
288,FALSE,TRUE,FALSE,FALSE
289,TRUE,FALSE,FALSE,FALSE
290,FALSE,FALSE,FALSE,TRUE
291,FALSE,TRUE,FALSE,FALSE
292,FALSE,TRUE,FALSE,FALSE
293,FALSE,FALSE,TRUE,FALSE
294,FALSE,FALSE,TRUE,FALSE
295,FALSE,FALSE,TRUE,TRUE
296,FALSE,FALSE,TRUE,FALSE
297,FALSE,FALSE,FALSE,TRUE
298,FALSE,FALSE,TRUE,FALSE
299,FALSE,TRUE,TRUE,FALSE
300,TRUE,TRUE,TRUE,TRUE
301,TRUE,FALSE,FALSE,FALSE
302,FALSE,TRUE,FALSE,FALSE
303,TRUE,FALSE,FALSE,FALSE
304,TRUE,TRUE,FALSE,FALSE
305,FALSE,TRUE,FALSE,FALSE
306,FALSE,FALSE,TRUE,FALSE
307,FALSE,FALSE,TRUE,TRUE
308,FALSE,FALSE,TRUE,TRUE
309,FALSE,FALSE,TRUE,FALSE
310,TRUE,FALSE,FALSE,FALSE
311,FALSE,FALSE,TRUE,FALSE
312,FALSE,FALSE,TRUE,FALSE
313,FALSE,FALSE,TRUE,FALSE
314,FALSE,FALSE,TRUE,FALSE
315,FALSE,FALSE,TRUE,FALSE
316,TRUE,FALSE,FALSE,FALSE
317,FALSE,FALSE,TRUE,FALSE
318,TRUE,FALSE,FALSE,FALSE
319,FALSE,FALSE,TRUE,FALSE
320,FALSE,FALSE,TRUE,FALSE
321,FALSE,FALSE,TRUE,FALSE
322,FALSE,FALSE,FALSE,FALSE
323,FALSE,FALSE,FALSE,TRUE
324,FALSE,FALSE,TRUE,FALSE
325,FALSE,FALSE,TRUE,FALSE
326,FALSE,FALSE,TRUE,FALSE
327,FALSE,TRUE,FALSE,FALSE
328,TRUE,FALSE,FALSE,FALSE
329,FALSE,FALSE,FALSE,FALSE
330,FALSE,FALSE,TRUE,FALSE
331,FALSE,FALSE,TRUE,FALSE
332,TRUE,FALSE,FALSE,FALSE
333,FALSE,FALSE,FALSE,TRUE
334,FALSE,FALSE,TRUE,FALSE
335,FALSE,FALSE,TRUE,FALSE
336,FALSE,FALSE,TRUE,FALSE
337,FALSE,FALSE,TRUE,FALSE
338,FALSE,TRUE,FALSE,FALSE
339,TRUE,FALSE,FALSE,FALSE
340,FALSE,FALSE,FALSE,TRUE
341,FALSE,TRUE,FALSE,FALSE
342,FALSE,FALSE,TRUE,TRUE
343,FALSE,FALSE,TRUE,TRUE
344,FALSE,TRUE,TRUE,FALSE
345,FALSE,FALSE,TRUE,FALSE
346,FALSE,FALSE,TRUE,FALSE
347,FALSE,FALSE,TRUE,FALSE
348,FALSE,FALSE,TRUE,FALSE
349,FALSE,FALSE,TRUE,TRUE
350,FALSE,FALSE,TRUE,FALSE
351,FALSE,FALSE,FALSE,TRUE
352,FALSE,FALSE,TRUE,FALSE
353,FALSE,FALSE,TRUE,FALSE
354,TRUE,FALSE,FALSE,FALSE
355,FALSE,FALSE,TRUE,FALSE
356,FALSE,FALSE,TRUE,FALSE
357,TRUE,FALSE,FALSE,FALSE
358,FALSE,FALSE,FALSE,FALSE
359,FALSE,TRUE,FALSE,FALSE
360,FALSE,FALSE,TRUE,FALSE
361,FALSE,FALSE,TRUE,FALSE
362,FALSE,FALSE,FALSE,TRUE
363,FALSE,TRUE,TRUE,FALSE
364,TRUE,FALSE,FALSE,FALSE
365,FALSE,FALSE,TRUE,FALSE
366,FALSE,FALSE,FALSE,TRUE
367,FALSE,FALSE,FALSE,TRUE
368,FALSE,TRUE,FALSE,FALSE
369,FALSE,TRUE,FALSE,FALSE
370,FALSE,TRUE,TRUE,FALSE
371,FALSE,TRUE,FALSE,FALSE
372,FALSE,FALSE,FALSE,TRUE
373,TRUE,FALSE,FALSE,TRUE
374,TRUE,FALSE,FALSE,FALSE
375,FALSE,FALSE,TRUE,FALSE
376,FALSE,TRUE,TRUE,FALSE
377,FALSE,FALSE,TRUE,FALSE
378,FALSE,FALSE,TRUE,FALSE
379,FALSE,FALSE,TRUE,FALSE
380,FALSE,FALSE,TRUE,FALSE
381,FALSE,FALSE,FALSE,TRUE
382,FALSE,FALSE,TRUE,FALSE
383,FALSE,FALSE,TRUE,FALSE
384,FALSE,FALSE,TRUE,FALSE
385,FALSE,FALSE,TRUE,FALSE
386,FALSE,TRUE,FALSE,FALSE
387,FALSE,FALSE,TRUE,FALSE
388,TRUE,FALSE,FALSE,FALSE
389,FALSE,TRUE,FALSE,FALSE
390,FALSE,FALSE,TRUE,FALSE
391,FALSE,FALSE,TRUE,FALSE
392,FALSE,FALSE,FALSE,FALSE
393,FALSE,FALSE,TRUE,TRUE
394,FALSE,FALSE,TRUE,FALSE
395,TRUE,FALSE,FALSE,TRUE
396,FALSE,FALSE,TRUE,FALSE
397,FALSE,FALSE,FALSE,TRUE
398,FALSE,TRUE,FALSE,FALSE
399,FALSE,TRUE,FALSE,FALSE
400,FALSE,FALSE,TRUE,FALSE
401,TRUE,TRUE,FALSE,FALSE
402,FALSE,FALSE,TRUE,FALSE
403,TRUE,FALSE,FALSE,TRUE
404,FALSE,FALSE,FALSE,TRUE
405,FALSE,FALSE,TRUE,FALSE
406,FALSE,FALSE,TRUE,FALSE
407,FALSE,TRUE,FALSE,FALSE
408,FALSE,FALSE,TRUE,TRUE
409,TRUE,FALSE,FALSE,FALSE
410,TRUE,FALSE,FALSE,FALSE
411,FALSE,FALSE,TRUE,FALSE
412,FALSE,FALSE,TRUE,TRUE
413,FALSE,TRUE,FALSE,FALSE
414,TRUE,FALSE,FALSE,FALSE
415,TRUE,FALSE,FALSE,FALSE
416,FALSE,FALSE,TRUE,FALSE
417,FALSE,FALSE,TRUE,FALSE
418,FALSE,FALSE,TRUE,FALSE
419,FALSE,FALSE,TRUE,FALSE
420,FALSE,FALSE,FALSE,FALSE
421,TRUE,TRUE,FALSE,FALSE
422,TRUE,FALSE,FALSE,TRUE
423,FALSE,FALSE,TRUE,TRUE
424,FALSE,FALSE,FALSE,FALSE
425,FALSE,FALSE,TRUE,FALSE
426,TRUE,FALSE,FALSE,FALSE
427,FALSE,FALSE,FALSE,TRUE
428,FALSE,FALSE,FALSE,TRUE
429,TRUE,FALSE,FALSE,FALSE
430,TRUE,FALSE,FALSE,FALSE
431,FALSE,TRUE,FALSE,FALSE
432,FALSE,FALSE,TRUE,FALSE
433,FALSE,FALSE,TRUE,FALSE
434,FALSE,FALSE,TRUE,TRUE
435,TRUE,FALSE,TRUE,TRUE
436,FALSE,FALSE,TRUE,FALSE
437,FALSE,FALSE,TRUE,FALSE
438,TRUE,FALSE,FALSE,FALSE
439,FALSE,FALSE,TRUE,FALSE
440,TRUE,FALSE,FALSE,FALSE
441,TRUE,TRUE,FALSE,TRUE
442,FALSE,FALSE,TRUE,FALSE
443,TRUE,TRUE,FALSE,FALSE
444,FALSE,FALSE,TRUE,FALSE
445,FALSE,FALSE,FALSE,TRUE
446,FALSE,TRUE,FALSE,FALSE
447,TRUE,FALSE,FALSE,FALSE
448,FALSE,TRUE,TRUE,FALSE
449,FALSE,FALSE,TRUE,FALSE
450,FALSE,TRUE,FALSE,FALSE
451,TRUE,FALSE,FALSE,FALSE
452,FALSE,FALSE,TRUE,FALSE
453,FALSE,FALSE,TRUE,FALSE
454,FALSE,TRUE,FALSE,FALSE
455,FALSE,FALSE,TRUE,FALSE
456,FALSE,TRUE,TRUE,FALSE
457,FALSE,FALSE,TRUE,FALSE
458,FALSE,TRUE,FALSE,FALSE
459,FALSE,TRUE,FALSE,FALSE
460,FALSE,FALSE,FALSE,TRUE
461,FALSE,TRUE,TRUE,FALSE
462,FALSE,TRUE,FALSE,FALSE
463,FALSE,FALSE,FALSE,TRUE
464,FALSE,TRUE,TRUE,FALSE
465,FALSE,FALSE,TRUE,TRUE
466,FALSE,FALSE,TRUE,FALSE
467,TRUE,FALSE,FALSE,FALSE
468,TRUE,FALSE,FALSE,TRUE
469,FALSE,TRUE,FALSE,FALSE
470,FALSE,FALSE,TRUE,FALSE
471,FALSE,FALSE,FALSE,TRUE
472,TRUE,FALSE,FALSE,FALSE
473,TRUE,FALSE,FALSE,TRUE
474,FALSE,FALSE,TRUE,FALSE
475,FALSE,FALSE,TRUE,FALSE
476,FALSE,FALSE,TRUE,FALSE
477,FALSE,FALSE,TRUE,FALSE
478,TRUE,TRUE,FALSE,FALSE
479,TRUE,FALSE,FALSE,FALSE
480,FALSE,FALSE,TRUE,FALSE
481,FALSE,FALSE,TRUE,FALSE
482,FALSE,FALSE,TRUE,FALSE
483,TRUE,FALSE,FALSE,FALSE
484,FALSE,FALSE,TRUE,FALSE
485,FALSE,FALSE,TRUE,FALSE
486,FALSE,FALSE,TRUE,FALSE
487,FALSE,FALSE,TRUE,FALSE
488,FALSE,FALSE,FALSE,TRUE
489,FALSE,FALSE,TRUE,FALSE
490,FALSE,FALSE,TRUE,TRUE
491,FALSE,FALSE,TRUE,FALSE
492,FALSE,FALSE,TRUE,FALSE
493,FALSE,TRUE,TRUE,FALSE
494,TRUE,FALSE,FALSE,TRUE
495,TRUE,TRUE,FALSE,TRUE
496,FALSE,FALSE,TRUE,FALSE
497,TRUE,FALSE,FALSE,FALSE
498,TRUE,FALSE,FALSE,FALSE
499,FALSE,TRUE,FALSE,FALSE
500,FALSE,FALSE,TRUE,FALSE
501,FALSE,TRUE,FALSE,FALSE
502,FALSE,FALSE,TRUE,FALSE
503,FALSE,FALSE,FALSE,TRUE
504,TRUE,FALSE,FALSE,TRUE
505,FALSE,FALSE,TRUE,FALSE
506,FALSE,TRUE,FALSE,FALSE
507,FALSE,FALSE,TRUE,FALSE
508,FALSE,FALSE,TRUE,FALSE
509,TRUE,FALSE,FALSE,FALSE
510,TRUE,FALSE,FALSE,TRUE
511,FALSE,FALSE,FALSE,TRUE
512,TRUE,FALSE,FALSE,FALSE
513,FALSE,TRUE,FALSE,FALSE
514,FALSE,TRUE,FALSE,FALSE
515,FALSE,FALSE,FALSE,TRUE
516,FALSE,FALSE,TRUE,FALSE
517,FALSE,FALSE,TRUE,FALSE
518,TRUE,FALSE,FALSE,FALSE
519,FALSE,FALSE,FALSE,TRUE
520,FALSE,TRUE,FALSE,FALSE
521,FALSE,TRUE,TRUE,FALSE
522,FALSE,FALSE,TRUE,FALSE
523,TRUE,TRUE,FALSE,FALSE
524,FALSE,FALSE,TRUE,FALSE
525,FALSE,FALSE,TRUE,FALSE
526,FALSE,FALSE,TRUE,TRUE
527,FALSE,FALSE,TRUE,FALSE
528,FALSE,FALSE,TRUE,FALSE
529,TRUE,FALSE,FALSE,FALSE
530,TRUE,FALSE,FALSE,FALSE
531,FALSE,FALSE,TRUE,FALSE
532,TRUE,TRUE,FALSE,FALSE
533,FALSE,FALSE,TRUE,FALSE
534,TRUE,FALSE,FALSE,FALSE
535,FALSE,TRUE,TRUE,FALSE
536,FALSE,FALSE,TRUE,FALSE
537,FALSE,TRUE,FALSE,FALSE
538,TRUE,FALSE,FALSE,TRUE
539,FALSE,FALSE,TRUE,FALSE
540,FALSE,FALSE,FALSE,TRUE
541,FALSE,FALSE,TRUE,FALSE
542,TRUE,FALSE,FALSE,FALSE
543,TRUE,FALSE,FALSE,FALSE
544,FALSE,FALSE,TRUE,FALSE
545,TRUE,FALSE,FALSE,FALSE
546,FALSE,FALSE,TRUE,FALSE
547,FALSE,FALSE,FALSE,TRUE
548,FALSE,FALSE,TRUE,FALSE
549,TRUE,FALSE,FALSE,FALSE
550,FALSE,FALSE,FALSE,FALSE
551,FALSE,FALSE,TRUE,FALSE
552,FALSE,FALSE,FALSE,TRUE
553,TRUE,FALSE,FALSE,FALSE
554,FALSE,FALSE,TRUE,FALSE
555,FALSE,FALSE,TRUE,FALSE
556,FALSE,FALSE,TRUE,FALSE
557,FALSE,FALSE,TRUE,FALSE
558,FALSE,FALSE,FALSE,TRUE
559,FALSE,FALSE,TRUE,FALSE
560,FALSE,FALSE,TRUE,TRUE
561,FALSE,FALSE,TRUE,FALSE
562,FALSE,FALSE,TRUE,FALSE
563,FALSE,TRUE,FALSE,FALSE
564,FALSE,FALSE,TRUE,FALSE
565,FALSE,FALSE,TRUE,FALSE
566,FALSE,FALSE,TRUE,FALSE
567,TRUE,FALSE,FALSE,TRUE
568,FALSE,FALSE,FALSE,TRUE
569,FALSE,TRUE,FALSE,FALSE
570,TRUE,FALSE,FALSE,FALSE
571,TRUE,TRUE,FALSE,FALSE
572,FALSE,FALSE,TRUE,FALSE
573,FALSE,FALSE,TRUE,FALSE
574,FALSE,FALSE,TRUE,FALSE
575,FALSE,FALSE,TRUE,FALSE
576,TRUE,FALSE,FALSE,FALSE
577,FALSE,TRUE,TRUE,FALSE
578,FALSE,FALSE,FALSE,TRUE
579,FALSE,FALSE,TRUE,FALSE
580,FALSE,FALSE,TRUE,FALSE
581,FALSE,TRUE,FALSE,FALSE
582,TRUE,FALSE,FALSE,FALSE
583,FALSE,FALSE,TRUE,FALSE
584,FALSE,FALSE,TRUE,TRUE
585,TRUE,FALSE,FALSE,FALSE
586,FALSE,FALSE,TRUE,FALSE
587,FALSE,FALSE,TRUE,TRUE
588,FALSE,FALSE,TRUE,FALSE
589,FALSE,FALSE,TRUE,FALSE
590,FALSE,FALSE,TRUE,FALSE
591,TRUE,TRUE,TRUE,FALSE
592,TRUE,FALSE,FALSE,TRUE
593,FALSE,FALSE,TRUE,FALSE
594,FALSE,FALSE,TRUE,FALSE
595,FALSE,TRUE,FALSE,FALSE
596,FALSE,FALSE,TRUE,FALSE
597,FALSE,FALSE,FALSE,FALSE
598,FALSE,TRUE,FALSE,FALSE
599,FALSE,FALSE,TRUE,FALSE
600,TRUE,FALSE,FALSE,FALSE
601,FALSE,FALSE,FALSE,TRUE
602,TRUE,FALSE,FALSE,TRUE
603,FALSE,TRUE,FALSE,FALSE
604,FALSE,FALSE,FALSE,TRUE
605,FALSE,FALSE,TRUE,FALSE
606,TRUE,TRUE,TRUE,TRUE
607,FALSE,TRUE,FALSE,FALSE
608,FALSE,TRUE,FALSE,FALSE
609,TRUE,FALSE,FALSE,FALSE
610,FALSE,FALSE,TRUE,FALSE
611,FALSE,FALSE,FALSE,TRUE
612,FALSE,FALSE,TRUE,FALSE
613,FALSE,FALSE,TRUE,FALSE
614,FALSE,FALSE,FALSE,TRUE
615,FALSE,FALSE,TRUE,FALSE
616,FALSE,FALSE,FALSE,TRUE
617,FALSE,FALSE,FALSE,TRUE
618,FALSE,FALSE,TRUE,FALSE
619,TRUE,FALSE,FALSE,FALSE
620,FALSE,FALSE,TRUE,FALSE
621,FALSE,TRUE,TRUE,FALSE
622,FALSE,TRUE,TRUE,FALSE
623,FALSE,FALSE,TRUE,FALSE
624,FALSE,TRUE,FALSE,FALSE
625,FALSE,FALSE,TRUE,FALSE
626,FALSE,TRUE,FALSE,FALSE
627,FALSE,FALSE,TRUE,FALSE
628,FALSE,FALSE,FALSE,TRUE
629,TRUE,FALSE,FALSE,TRUE
630,FALSE,TRUE,FALSE,FALSE
631,FALSE,TRUE,TRUE,FALSE
632,FALSE,FALSE,FALSE,TRUE
633,FALSE,FALSE,TRUE,FALSE
