"quote_id","crime_index"
511,"23.5"
512,"47.7"
513,"48.36"
514,"35.6604651162791, 47.4"
515,"55.3, 38.9, 25.3, 26.3"
516,"23.5, 52.8, 42.2, 21.62"
517,"22.6"
518,"47.7"
519,"48.36"
520,"24.9"
521,"42.2"
522,"46.1"
523,"26.3, 38.9, 29.3, 33.7"
524,"47.4"
525,"16, 26.9"
526,"36.2"
527,"38.9"
528,"42.2"
529,"47.7"
530,"57.3"
531,"26.3, 46.5, 47.4"
532,"49.3, 53.29, 33.06, 49.2, 32.6, 25.4, 46.5, 47.3"
533,"23.5, 38.9"
534,"47.7"
535,"23.5"
536,"47.3, 22.6, 38.9, 26.8"
537,"36.28, 64.17"
538,"35.6604651162791"
539,"37.9, 42.2, 52.8"
540,"24.9, 22.6"
541,"42.8"
542,"47.74"
543,"47.7"
544,"37.9"
545,"47.74"
546,"53.29, 32.6, 26.85, 46.7, 46.1"
547,"57.3"
548,"48.36"
549,"46.7"
550,"38.216"
551,"22.6"
552,"47.1"
553,"36.28"
554,"49.3"
555,"46.1"
556,"48.36"
557,"22.6, 50.7"
558,"48.36"
559,"44.3, 42.2"
560,"50.7, 23.5, 24.9"
561,"48.36"
562,"22.6"
563,"37.9"
564,"45.2"
565,"23.5, 44.3"
566,"37.9"
567,"21.62"
568,"32.6, 26.3, 55.3, 47.3, 49.3"
569,"63.8363636363636"
570,"36.28"
571,"35.6604651162791"
572,"46.1"
573,"46.1"
574,"46.1"
575,"42.1, 37.9"
576,"45.2"
577,"49.3"
578,"75.4"
579,"48.36"
580,"48.36"
581,"46.1"
582,"42.06"
583,"22.6"
584,"42.1"
585,"30.92"
586,"46.1"
587,"48.36"
588,"44.3, 50.7, 15.6"
589,"42.2"
590,"39.51"
591,"51.29"
592,"47.7"
593,"37.9, 36.28"
594,"49.3"
595,"47.1"
596,"48.36"
597,"38.216"
598,"22.6"
599,"42.8"
600,"47.1"
601,"33.81"
602,"55.3"
603,"49.3"
604,"47.7"
605,"22.6"
606,"68.86, 49.3"
607,"37.9"
608,"53.3"
609,"47.1, 33.81"
610,"49.3"
611,"23.5"
612,"22.6, 42.2"
613,"22.6"
614,"59.3, 64.2"
615,"15.6, 47.4"
616,"47.4, 31.2"
617,"47.1"
618,"22.6"
619,"55.3, 46.7"
620,"36.2, 38.9, 30.7, 23.5, 50.7"
621,"65.6, 49.3, 16"
622,"68.86"
623,"35.6604651162791"
624,"35.6604651162791"
625,"22.6, 23.5"
626,"49.3"
627,"57.3"
628,"42.2"
629,"47.4, 49.2, 23.5"
630,"42.2"
631,"45.2"
632,"47.7"
633,"47.3"
634,"23.5"
635,"53.29, 47.4, 38.9, 29.3, 25.3, 26.3, 25.4"
636,"36.28"
637,"46.1"
638,"48.4"
639,"38.216, 37.9"
640,"47.5"
641,"64.17, 36.28"
642,"49.3"
643,"35.6604651162791"
644,"47.7"
645,"42.2"
646,"23.5, 22.6"
647,"45.2"
648,"47.3, 55.3, 38.9"
649,"47.1"
650,"49.3"
651,"22.6"
652,"55.3, 47.3, 26"
653,"38.9"
654,"47.7"
655,"22.6"
656,"35.6604651162791, 49.3"
657,"49.3"
658,"47.7"
659,"46.1"
660,"47.7"
661,"35.6604651162791"
662,"47.1"
663,"24.9"
664,"47.7"
665,"22.6, 24.9"
666,"47.7"
667,"42.2"
668,"47.1"
669,"47.3"
670,"36.28"
671,"38.216, 22.6"
672,"46.5, 47.4"
673,"22.6"
674,"45.2"
675,"55.3, 47.3"
676,"63.8363636363636"
677,"42.8, 22.6"
678,"57.3"
679,"75.4"
680,"46.5"
681,"38.216"
682,"35.6604651162791"
683,"35.6604651162791"
684,"65.6"
685,"47.1"
686,"59.3"
687,"42.2"
688,"47.1"
689,"42.2"
690,"21.62"
691,"42.2"
692,"49.3"
693,"47.7"
694,"75.4"
695,"44.3, 23.5"
696,"23.5, 46.1, 35.6604651162791"
697,"44.3"
698,"46.1"
699,"23.5"
700,"22.6, 24.9"
701,"75.4"
702,"44.39"
703,"42.1, 37.9"
704,"57.3"
705,"24.9"
706,"47.7"
707,"46.1"
708,"57.3"
709,"47.1"
710,"22.6"
711,"45.2"
712,"47.74, 45.2"
713,"49.2, 25.3"
714,"75.4"
715,"22.6"
716,"42.2, 37.9"
717,"47.1"
718,"35.6604651162791"
719,"44.3"
720,"75.4"
721,"38.216"
722,"35.6604651162791"
723,"49.3"
724,"47.1"
725,"22.6"
726,"33.81, 46.7, 40.9"
727,"22.6"
728,"25.3, 47.4, 49.2, 26.3, 56.02, 47.3"
729,"48.36"
730,"49.3, 56.5, 60.5"
731,"37.9"
732,"25.3, 45.2, 49.3"
733,"47.7"
734,"48.36"
735,"47.7"
736,"47.7"
737,"51.7308333333333"
738,"48.36"
739,"45.6161971830986"
740,"42.2"
741,"46.1"
742,"63.8363636363636, 68.86, 49.3, 53.7"
743,"36.2"
744,"42.8"
745,"50.7, 23.5"
746,"22.6"
747,"47.1"
748,"47.1"
749,"42.2, 52.8"
750,"35.6604651162791"
751,"24.9"
752,"47.1"
753,"42.2"
754,"48.36"
755,"24.9"
756,"35.6604651162791, 50.7"
757,"42.2"
758,"47.4, 55.3"
759,"36.2"
760,"45.2"
761,"47.4"
762,"22.6"
763,"47.4, 35.6604651162791"
764,"47.1"
765,"35.6604651162791"
766,"47.7"
767,"42.2, 37.9"
768,"45.2, 49.3"
769,"22.6"
770,"35.6604651162791"
771,"21.62"
772,"49.3"
773,"24.9, 23.5"
774,"47.3"
775,"37.9"
776,"48.36"
777,"26"
778,"58.1967741935484"
779,"22.6"
780,"47.4"
781,"35.6604651162791"
782,"57.3"
783,"48.4, 32.6"
784,"48.36"
785,"24.9, 22.6"
786,"35.6604651162791"
787,"38.216"
788,"37.9"
789,"45.2"
790,"49.3"
791,"35.6604651162791"
792,"49.3"
793,"47.7"
794,"49.3"
795,"22.6"
796,"42.2, 42.8, 50.7"
797,"42.2"
798,"47.1"
799,"47.7"
800,"42.2"
801,"47.7"
802,"23.5, 46.1, 47.1"
803,"46.7, 47.4"
804,"55.3, 47.3, 36.2"
805,"24.9"
806,"35.6604651162791"
807,"50.7"
808,"37.9"
809,"22.6"
810,"46.1"
811,"24.9"
812,"47.1"
813,"48.36"
814,"45.2"
815,"42.1"
816,"49.3"
817,"46.7"
818,"49.3, 22.6"
819,"47.1"
820,"49.3"
821,"46.1"
822,"53.8"
823,"52.8"
824,"35.6604651162791"
825,"65.6"
826,"49.3"
827,"35.6604651162791"
828,"24.9"
829,"47.1"
830,"37.9, 46.1, 42.2, 42.8"
831,"47.7"
832,"46.1, 38.9, 47.7, 22.6, 23.5, 29.3, 26.3, 26.8, 47.1, 50.7"
833,"49.3"
834,"46.1"
835,"26, 29.3, 33.7, 26.3, 38.9, 31.1"
836,"35.6604651162791"
837,"24.9"
838,"49.3"
839,"35.6604651162791"
840,"37.9"
841,"49.3"
842,"22.6, 24.9, 42.2"
843,"55.3, 36.2"
844,"37.9"
845,"45.2"
846,"48.36"
847,"35.6604651162791"
848,"47.1"
849,"53.8"
850,"22.6"
851,"55.3, 38.9, 47.3, 47.4"
852,"37.9"
853,"22.6"
854,"49.3, 45.2"
855,"38.216, 35.6604651162791"
856,"26.9"
857,"47.1"
858,"35.6604651162791"
859,"46.7, 38, 45.6, 26, 24.2, 47.3, 41"
860,"47.3"
861,"47.7"
862,"22.6, 21.62"
863,"49.3, 45.2"
864,"48.36"
865,"37.9"
866,"47.5"
867,"51.7308333333333"
868,"48.36"
869,"45.2"
870,"24.9"
871,"48.36"
872,"52.2"
873,"48.36"
874,"52.8"
875,"52.8"
876,"79.7"
877,"42.8"
878,"47.5"
879,"35.6604651162791"
880,"35.6604651162791"
881,"22.6"
882,"47.74"
883,"37.7, 37.9, 42.2, 22.6"
884,"46.5, 47.4"
885,"46.1, 26.3, 47.4, 38.9"
886,"37.9"
887,"47.74"
888,"49.3"
889,"48.36"
890,"55.3"
891,"48.36, 41.61"
892,"55.3"
893,"47.7, 49.3"
894,"35.6604651162791, 55.3, 36.2"
895,"52.8"
896,"47.1"
897,"48.36"
898,"46.1"
899,"67.8, 59.3, 64.2, 65.6"
900,"47.4"
901,"47.7"
902,"48.36"
903,"35.6604651162791"
904,"23.5"
905,"22.6"
906,"32.44, 22.6"
907,"48.36"
908,"49.3"
909,"42.8, 46.1"
910,"46.1"
911,"37.9"
912,"45.6"
913,"54.5"
914,"49.3"
915,"24.9"
916,"48.36"
917,"46.1"
918,"49.3"
919,"57.3"
920,"22.6"
921,"42.8"
922,"48.36"
923,"15.6, 44.3"
924,"48.36"
925,"36.28"
926,"47.7, 47.1"
927,"37.9"
928,"48.36"
929,"24.9"
930,"35.6604651162791"
931,"22.6"
932,"36.28, 64.17"
933,"48.36"
934,"47.74"
935,"47.7"
936,"24.9"
937,"37.9"
938,"42.2, 42.8"
939,"46.1"
940,"42.2, 37.9"
941,"31.2, 20.23, 36.2, 55.3, 47.3"
942,"22.6"
943,"47.7"
944,"42.2"
945,"47.1"
946,"75.4"
947,"35.6604651162791"
948,"37.9"
949,"49.3"
950,"46.1"
951,"57.3"
952,"47.4, 29.3"
953,"45.2"
954,"47.3"
955,"40.9"
956,"47.1"
957,"47.1"
958,"36.28, 23.5"
959,"24.9, 22.6"
960,"47.7"
961,"23.5, 37.9"
962,"64.17, 36.28"
963,"47.74"
964,"37.9"
965,"48.36"
966,"46.1"
967,"47.7"
968,"42.2"
969,"22.6"
970,"57.3"
971,"46.1"
972,"22.6"
973,"22.6"
974,"46.1"
975,"36.2"
976,"64.2, 59.46, 64.6, 67.8, 59.3, 61.2, 62.1"
977,"42.8"
978,"47.7"
979,"22.6"
980,"45.2"
981,"47.7"
982,"38.216"
983,"47.3"
984,"55.3"
985,"22.6"
986,"43.2"
987,"49.3"
988,"38.216"
989,"37.9, 42.2"
990,"22.6"
991,"49.3"
992,"46.1"
993,"47.1"
994,"22.6"
995,"47.1"
996,"47.7"
997,"55.3"
998,"64.17, 36.28"
999,"49.3"
1000,"49.3"
1001,"40.9"
1002,"24.9"
1003,"36.28, 64.17"
1004,"46.1"
1005,"48.4"
1006,"49.3"
1007,"24.9"
1008,"37.9"
1009,"49.3"
1010,"45.2"
1011,"44.3"
1012,"49.3"
1013,"35.6604651162791"
1014,"47.1"
1015,"35.6604651162791, 46.5, 47.4"
1016,"22.6"
1017,"23.5, 44.3, 47.1"
1018,"47.5, 45.2"
1019,"46.1"
1020,"42.8"
1021,"47.3"
1022,"47.7"
1023,"48.36"
1024,"44.3, 42.1"
1025,"55.3, 26.3, 46.5, 47.4"
1026,"51.7308333333333, 47.7"
1027,"47.1"
1028,"47.1"
1029,"39.51"
1030,"37.9, 23.5"
1031,"35.6604651162791"
1032,"66.5"
1033,"50.7, 23.5, 21.62, 22.6"
1034,"47.5"
1035,"33.7"
1036,"46.5, 35.6604651162791"
1037,"46.1"
1038,"46.1"
1039,"49.3"
1040,"47.1"
1041,"22.6"
1042,"44.3"
1043,"47.4"
1044,"47.4, 35.6604651162791"
1045,"47.1"
1046,"47.7"
1047,"36.2, 21.62"
1048,"42.8"
1049,"47.7"
1050,"42.2"
1051,"54.5, 26.8, 55"
1052,"24.9"
1053,"47.7"
1054,"39.51"
1055,"42.2"
1056,"35.6604651162791"
1057,"35.6604651162791, 47.4"
1058,"23.5, 24.9, 21.62, 42.8"
1059,"35.6604651162791"
1060,"46.1"
1061,"46.1, 22.6"
1062,"49.3"
1063,"48.36"
1064,"42.2, 52.8"
1065,"47.7, 49.3"
1066,"57.3"
1067,"45.6161971830986"
1068,"47.3, 46.7, 47.4, 40.9, 23.5"
1069,"32.6, 26.3, 46.5, 30.7, 29.3, 26.8, 38.9, 15.6, 33.7"
1070,"47.4, 25.4"
1071,"42.2, 37.9, 50.7"
1072,"47.1"
1073,"49.3"
1074,"22.6"
1075,"55.3, 26.3, 49.2, 25.3"
1076,"22.6"
1077,"49.3"
1078,"24.9"
1079,"55.3, 53.29"
1080,"47.7"
1081,"47.7"
1082,"64.17"
1083,"46.1, 42.2"
1084,"47.1"
1085,"24.9"
1086,"36.28"
1087,"49.3"
1088,"35.6604651162791"
1089,"22.6"
1090,"48.36"
1091,"36.28"
1092,"46.1"
1093,"23.5"
1094,"78.3"
1095,"47.4, 46.7, 15.6"
1096,"47.1"
1097,"47.3"
1098,"42.2, 24.9"
1099,"24.9"
1100,"22.6, 24.9, 42.8"
1101,"35.6604651162791"
1102,"42.1"
1103,"47.1"
1104,"79.7"
1105,"46.7"
1106,"57.3, 47.1, 64.17"
1107,"36.28, 57.3"
1108,"35.6604651162791"
1109,"32.4, 46.7"
1110,"22.6"
1111,"45.2"
1112,"45.2"
1113,"49.3, 45.2"
1114,"47.7"
1115,"22.6"
1116,"47.1"
1117,"42.2, 52.8"
1118,"37.9"
1119,"49.3"
1120,"47.1, 29.98"
1121,"21.62, 22.6"
1122,"35.6604651162791"
1123,"47.1"
1124,"47.3, 25.3"
1125,"37.25"
1126,"45.2"
1127,"22.6"
1128,"35.6604651162791, 49.3"
1129,"46.1"
1130,"47.1"
1131,"49.3"
1132,"47.1"
1133,"42.2"
1134,"47.7"
1135,"47.1"
1136,"35.6604651162791"
1137,"40.9"
1138,"47.7"
1139,"47.3, 29.3, 25.3, 47.4"
1140,"47.74"
1141,"22.6"
1142,"49.3, 45.2"
1143,"57.3"
1144,"47.7"
1145,"56.4, 50.7"
1146,"47.1"
1147,"46.1"
1148,"37.9"
1149,"64.17"
1150,"46.7"
1151,"51.7308333333333"
1152,"37.9"
1153,"36.2"
1154,"47.3, 55.3"
1155,"46.1"
1156,"22.6"
1157,"64.17"
1158,"22.6"
1159,"49.3, 47.4, 57.3"
1160,"49.3"
1161,"48.36"
1162,"47.1"
1163,"46.1"
1164,"47.4, 23.5"
1165,"47.4, 55.3, 25.3, 24.9"
1166,"75.4"
1167,"47.7"
1168,"47.4"
1169,"36.2"
1170,"46.1"
1171,"47.1, 57.3"
1172,"15.6"
1173,"36.2, 47.3"
1174,"47.1"
1175,"22.6"
1176,"37.9"
1177,"51.7308333333333"
1178,"36.2"
1179,"47.3"
1180,"38.216"
1181,"48.36"
1182,"75.4"
1183,"47.8"
1184,"53.29, 23.5"
1185,"22.6"
1186,"37.9"
1187,"45.2"
1188,"22.6"
1189,"47.7, 47.1"
1190,"32.4, 46.7, 37.1"
1191,"49.3, 45.2, 38.9, 30.7"
1192,"46.1, 47.1"
1193,"22.6"
1194,"22.6, 42.2"
1195,"38.9"
1196,"57.3"
1197,"57.3"
1198,"48.36"
1199,"46.1, 50.7, 37.9"
1200,"36.28"
1201,"57.3"
1202,"22.6"
1203,"47.3"
1204,"35.6604651162791, 42.2"
1205,"47.8, 75.4"
1206,"47.1"
1207,"38.9, 25.3, 26, 29.3, 26.8, 50.7"
1208,"47.1"
1209,"46.1"
1210,"36.2, 47.4, 47.3"
1211,"47.1"
1212,"63.8363636363636, 47.7, 52.2, 45.2"
1213,"49.3"
1214,"46.1"
1215,"47.1"
1216,"37.9"
1217,"48.36"
1218,"47.7"
1219,"47.74"
1220,"22.6"
1221,"46.4"
1222,"47.7"
1223,"40.9, 49.3"
1224,"22.6"
1225,"47.4"
1226,"22.6"
1227,"32.6"
1228,"37.9"
1229,"67.8"
1230,"38.216"
1231,"26.3, 47.4"
1232,"47.1"
1233,"35.6604651162791, 46.5, 44.4"
1234,"42.8"
1235,"47.1"
1236,"29.3"
1237,"37.9, 75.4"
1238,"16.3, 43.2"
1239,"49.3"
1240,"46.1"
1241,"51.7308333333333"
1242,"37.9"
1243,"46.1"
1244,"42.8"
1245,"48.36"
1246,"46.1"
1247,"47.1"
1248,"37.9"
1249,"42.2"
1250,"42.2, 22.6"
1251,"22.6"
1252,"47.4"
1253,"47.1, 47.7"
1254,"47.1"
1255,"47.7"
1256,"48.36"
1257,"25.3, 47.4, 46.5, 55.3"
1258,"47.1"
1259,"47.1"
1260,"48.36"
1261,"47.1, 64.17"
1262,"22.6, 24.9"
1263,"47.7"
1264,"23.5"
1265,"46.1"
1266,"22.6"
1267,"48.36"
1268,"47.1"
1269,"22.6"
1270,"38.9"
1271,"48.36"
1272,"35.6604651162791"
1273,"46.1"
1274,"51.7308333333333"
1275,"46.1"
1276,"47.7"
1277,"48.36"
1278,"49.3"
1279,"49.3"
1280,"22.6"
1281,"35.6604651162791"
1282,"48.36, 63.4"
1283,"47.7"
1284,"44.3"
1285,"45.6161971830986"
1286,"15.6, 46.1"
1287,"47.1"
1288,"47.4"
1289,"49.3"
1290,"57.3"
1291,"37.9, 42.8"
1292,"45.2"
1293,"51.7308333333333"
1294,"47.4, 46.5, 33.06"
1295,"24.9"
1296,"52.8"
1297,"49.3"
1298,"44.3"
1299,"47.1"
1300,"42.2"
1301,"46.1"
1302,"46.1"
1303,"49.3"
1304,"37.9, 23.5"
1305,"37.9"
1306,"67.8, 64.6, 62.1"
1307,"48.36"
1308,"46.1"
1309,"23.5"
1310,"35.6604651162791"
1311,"37.9, 48.36, 26.1, 22.4, 23.5, 33.7"
